Brand,Title,Category,Price,Count,Quantity,Unit,Image Link,Url,About the Product,Other Product Info,EAN Code
Jawai,"Jawai Instant Rajwadi Elaichi Chai Premix - Just Add Hot Water, Ready In 10 Sec, 500 g",beverages -> tea,,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40281196_1-jawai-instant-rajwadi-elaichi-chai-premix-rich-in-antioxidants-tasty-healthy.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40281196-2_1-jawai-instant-rajwadi-elaichi-chai-premix-rich-in-antioxidants-tasty-healthy.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40281196-3_1-jawai-instant-rajwadi-elaichi-chai-premix-rich-in-antioxidants-tasty-healthy.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40281196-4_1-jawai-instant-rajwadi-elaichi-chai-premix-rich-in-antioxidants-tasty-healthy.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40281196-5_1-jawai-instant-rajwadi-elaichi-chai-premix-rich-in-antioxidants-tasty-healthy.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40281196/jawai-instant-rajwadi-elaichi-chai-premix-rich-in-antioxidants-tasty-healthy-500-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=44&t_s=Instant+Rajwadi+Elaichi+Chai+Premix+-+Just+Add+Hot+Water%252C+Ready+In+10+Sec,"Jawai's Instant Rajwadi Elaichi Chai can be a luxurious way to start your day.



Sip this as you read Cecilia Ahern's ""The Gift"" to feel all warm inside. You can also serve this to your friends who have dropped by to visit you. You can also wear warm clothes, wrap yourself with a rug, and close your eyes imagining yourself in Himachal Pradesh as you drink a hot cup of this. This mix gives you all the delight of an elaichi tea in the snap of a finger and in the comfort of your home!



Try other flavours of Jawai's teas like Jaipuri gulabi chai, lemony iced tea, and more from Big Basket!","EAN Code: 40281196  FSSAI No: 11521001000385  Manufactured & Marketed by: Jawai Enterprises : 108, Neela Bhavan, Keshavji Naik Road, Chincbunder, Mumbai - 400009  Country of origin: India  Best before 07-11-2024  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",40281196
Timios,"Timios High Protein Chocolate Hearty Milk Mix - No Sugar, With Oats, Organic Jowar, Cocoa Powder, 250 g Box","beverages -> nutrition mix, supplement",234,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40287799-2_1-timios-high-protein-chocolate-swirl-milk-mix-no-sugar-with-oats-organic-jowar-cocoa-powder.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40287799-4_1-timios-high-protein-chocolate-swirl-milk-mix-no-sugar-with-oats-organic-jowar-cocoa-powder.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40287799-6_1-timios-high-protein-chocolate-swirl-milk-mix-no-sugar-with-oats-organic-jowar-cocoa-powder.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40287799_1-timios-high-protein-chocolate-swirl-milk-mix-no-sugar-with-oats-organic-jowar-cocoa-powder.jpg']",https://www.bigbasket.com/pd/40287799/timios-high-protein-chocolate-swirl-milk-mix-no-sugar-with-oats-organic-jowar-cocoa-powder-250-g-box/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=9&t_s=High+Protein+Chocolate+Hearty+Milk+Mix+-+No+Sugar%252C+With+Oats%252C+Organic+Jowar%252C+Cocoa+Powder,"Timios Timios Hearty Milk Mixes- Chocolate Flavour can be used as a supplement and consumed with milk. If you are looking for a  way of flavouring your children's daily glass of milk, then look no more! Timios Hearty Nutrition Mix in Chocolate flavour is the best option. If your children are bored of the regular milk mixes then this milk mix with the goodness of Jowar, Jaggery, and Oats can get them interested back in the milk and make them look forward to their glass of milk every day. With no added flavours or colours and the added advantage of the AshwaganDHA- a natural vitalizer, this mix gives an instant supply of energy and freshness. The yummy chocolaty flavour will surely get them hooked to milk and they will never get bored. Explore the entire range of products from Timios available only on BigBasket.","EAN Code: 40287799  FSSAI No: 13620012000363  Manufactured & Marketed by:Firmroots Pvt Ltd D-14/A,TSIIC Industrial park, Moula ali,Secunderabad,


Telangana-500040 Country of origin: India  Best before 21-12-2024  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket. com",40287799
Auric,"Auric Gourmet Coffee With Turmeric - Rich Antioxidants, 200 g",beverages -> coffee,700,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40279113-2_2-auric-gourmet-coffee-with-turmeric-anti-ageing-instant-focus.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40279113-4_2-auric-gourmet-coffee-with-turmeric-anti-ageing-instant-focus.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40279113-6_2-auric-gourmet-coffee-with-turmeric-anti-ageing-instant-focus.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40279113/auric-gourmet-coffee-with-turmeric-anti-ageing-instant-focus-200-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=30&t_s=Gourmet+Coffee+With+Turmeric+-+Rich+Antioxidants,"FRESHLY ROASTED COFFEE: Discover the rich taste of the finest authentic coffee with delicate organic flavour from South India. Beans with balanced acidity are traditionally plucked before roasting & grounding. Turbocharge your day with black coffee or milk coffee from Auric.
RICH AROMA GREAT TASTE: Auric delivers an intensely sophisticated, fresh and aromatic taste to please all coffee lovers. Flavour lock technology ensures aroma remains preserved for a longer time. Turmeric crystals add a visual delight with a slight yellowish tinge.
GOODNESS OF TURMERIC: Natural plant-based curcumin extracted from turmeric. Curcumin is Premium AAA Grade, US FDA approved. Not only it has anti-viral and anti-microbial properties but also makes for a super at-home cup of turmeric latte.
TASTE LIKE CAFE COFFEE: Tastes like a freshly brewed cup of coffee you'd get in a high-end speciality cafe at a fraction of the cost. Natural, pure & unsweetened coffee powder with no artificial flavour and zero emulsifiers. Moreover, it is vegan, gluten-free and suitable for the Keto diet as well. Made in a factory certified with good manufacturing practices.
PREPARATION INSTRUCTION: It's simple to prepare the perfect cup of coffee. Warm 1 cup (200 ml) of Milk, add 1 spoon of Auric hot chocolate to warm milk and finally add sweetener as per taste. Enjoy it hot or cold. Can be used while making americano (black coffee) as well.","EAN Code: 8908010790831 FSSAI No: 10021011000598 Manufactured & Marketed by: Dryblend Foods Pvt. Ltd.& Village Chandpur, PO Hempur Ã¢â‚¬â€œ 244716, Kashipur, District U.S. Nagar, Uttarakhand & 419, DLF, Tower-A, Jasola, New Delhi-110025 Country of origin: India Best before 06-11-2024 Disclaimer: The expiry date shown here is for indicative purposes only. Please refer to the information provided on the product package received at delivery for the actual expiry date. For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",8.90801E+12
Horlicks,"Horlicks High Protein Drink - Chocolate, Protein+, 2x400 g Multipack","beverages -> nutrition mix, supplement",1350,2,400,g,"['https://www.bigbasket.com/media/uploads/p/l/1205591-2_2-horlicks-high-protein-drink-chocolate-protein.jpg', 'https://www.bigbasket.com/media/uploads/p/l/1205591-4_2-horlicks-high-protein-drink-chocolate-protein.jpg', 'https://www.bigbasket.com/media/uploads/p/l/1205591-6_2-horlicks-high-protein-drink-chocolate-protein.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/1205591/horlicks-high-protein-drink-chocolate-protein-2x400-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=39&t_s=High+Protein+Drink+-+Chocolate%252C+Protein%252B,"Horlicks is a malt based food drink. Horlicks Protein+ is a scientifically formulated daily nutrition drink for adults which helps support muscle mass and maintains strength over time. It is a blend of three high quality proteins, namely: Whey, Soy and Casein. This triple protein blend provides fast and sustained release of amino acids over time. Horlicks Protein+ contains 3 times more protein than leading  Food Drink.","EAN Code: 1205591  Country of origin: India  Manufacturer Name and Address: GlaxoSmithKline Consumer care, 24th Floor, One Horizon Center, DLF Phase 5, Golf Course Road Gurgaon 122002, Haryana  Best before 05-02-2025  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 |Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 | Email: customerservice@bigbasket. com",1205591
TE-A-ME,"TE-A-ME Tea - Lychee Infusion, Ice Brews, 54 g (18 Bags x 3 g each)",gourmet & world food -> drinks & beverages,295,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40199630-2_1-te-a-me-ice-brews-lychee-infusion.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40199630-4_1-te-a-me-ice-brews-lychee-infusion.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40199630-6_1-te-a-me-ice-brews-lychee-infusion.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40199630/te-a-me-ice-brews-lychee-infusion-54-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=15&t_s=Tea+-+Lychee+Infusion%252C+Ice+Brews,"Tea Profile: There’s seldom a palate that which does not approve of a cold sweet Lychee infused drink. With flowery ingredients of Rose Petals, Marigold, Hibiscus, the sweetness of Apple and tangy Rosehip, this drink brings you flavours of natural Lychee, with perfect ingredient combination, at the tip of your fingers! Consumption of Te-a-Me Lychee infusion, which is blended with Hibiscus may help calm down the nervous system and create a relaxed sensation in the body and mind. Lychee has a tart, sweet flavour and floral fragrance. The fruit provides some great health benefits that may help fight inflammation. Its high content of vitamins B and C may keep you energized.
Cold Brew Lychee is a caffeine-free infusion that is high in antioxidants and can rejuvenate and freshen you without giving you the caffeine jitters.
A sugar-free iced infusion can be energizing keeping you hydrated. Our cold brews can be a refreshing replacement to all the sugary and unhealthy summer aerated drinks
The pyramid shape of the tea bags allows the space for the ingredients to unfurl and expand, and thus the ingredients release their flavour completely bringing you the finest of tea experience!
Fresher the infusion is, Healthier it is. Te-a-Me Teas are infusion bags that are heat-sealed, processed and packaged at our own Factory. This process locks in the freshness.
All our infusion bags are Staple Free – no more dangers of the metallic pins that not only alter the health benefits of the infusion but also prove to be harmful.
We are passionate about every little detail of tea and infusion processing, right from the Gardens to your Cups. A delicious way to well being, TE-A-ME Teas brings you a range of teas and infusions to suit your mood, your taste and your palette.
Our Cold Brew Sachets are highly portable, individually wrapped packets that are available in more flavours: Peach, Lemon, Mint, and Wild Berry! The iced rush of fresh lychees is all you need for that afternoon by the pool. This refreshing, healthy iced tea is curated using 100% natural ingredients. And well, the colour it brings to your water, is sure to make you grin wide. So sip away this lychee magic! TE-A-ME also brings alive a wide spectrum of feelings, through a fascinating range of Iced Brews, Black Tea, Green Teas, Flower and Fruit Infusions. Our Teas& Infusions are 100% natural, made with nature’s pure ingredients. Crafted by leading experts, who blend select natural ingredients from among the premium gardens - we bring you the TE-A-ME infusions. We are part of the MadhuJayanti family - a 75-year-old company with a legacy of producing fine teas and infusions that are consumed over 10 million times every day across 42 countries.

weight: 54g
pack content: 1 Pack 
pack size: 18 Tea Bags
shelf life: 24 months
storage: Store in Cool, Dry, Hygienic, Airtight container after opening
product dimension:?1.45 x 0.7 x 0.95 cm","EAN Code: 8901035057477  FSSAI Number: 10012031000066  Manufactured & Marketed By: Madhu Jayanti International Ltd. 29 Munshigaunge Road, Kolkata 700023. Country of Origin: India  Best before 22-06-2025  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",8.90104E+12
Storia,"Storia 100% Fruit Juice - Mixed Fruit, Rich In Antioxidants, No Added Sugar & No Preservatives, 750 ml Pet Bottle",beverages -> fruit juices & drinks,113.9,1,750,ml,"['https://www.bigbasket.com/media/uploads/p/l/40249762-2_3-storia-100-fruit-juice-mixed-fruit-rich-in-antioxidants-no-added-sugar-no-preservatives-boosts-immunity.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40249762-4_2-storia-100-fruit-juice-mixed-fruit-rich-in-antioxidants-no-added-sugar-no-preservatives-boosts-immunity.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40249762-6_2-storia-100-fruit-juice-mixed-fruit-rich-in-antioxidants-no-added-sugar-no-preservatives-boosts-immunity.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40249762_3-storia-100-fruit-juice-mixed-fruit-rich-in-antioxidants-no-added-sugar-no-preservatives-boosts-immunity.jpg']",https://www.bigbasket.com/pd/40249762/storia-100-fruit-juice-mixed-fruit-rich-in-antioxidants-no-added-sugar-no-preservatives-boosts-immunity-750-ml-pet-bottle/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=44&t_s=100%2525+Fruit+Juice+-+Mixed+Fruit%252C+Rich+In+Antioxidants%252C+No+Added+Sugar+%2526+No+Preservatives,"Nothing does justice to 'refreshment' like a chilled, authentic 100% juice that is packed with the goodness of apple, guava, orange, mango, peach and banana. The different flavours come together to not only delight your taste buds but also boost your immunity with antioxidants, vitamins and minerals with no added sugar.","EAN Code: 40249762  Country Of Origin: India  FSSAI No: 10019022008693  Manufactured by: Drytech Processes (I) Pvt. Ltd.NagpurRoad, Pandhurna, ChhindwaraM.P 480334.  Marketed by: Storia Foods & Beverages Pvt. Ltd. S-3, 7th Floor, Pinnacle Business Park, Near Ahura, Centre, Mahakali Caves Road, Andheri East, Mumbai 400093  Best Before 04-11-2024  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",40249762
Ensure,"Ensure High Protein Drink - For Physically Active Adults, Vanilla Flavour, 400 g Box","beverages -> nutrition mix, supplement",880,1,400,g,"['https://www.bigbasket.com/media/uploads/p/l/40241640-2_2-ensure-high-protein-powder-health-supplement-supports-muscle-strength-for-active-adults-vanilla.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40241640-4_2-ensure-high-protein-powder-health-supplement-supports-muscle-strength-for-active-adults-vanilla.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40241640-6_2-ensure-high-protein-powder-health-supplement-supports-muscle-strength-for-active-adults-vanilla.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40241640/ensure-high-protein-powder-health-supplement-supports-muscle-strength-for-active-adults-vanilla-400-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=7&t_s=High+Protein+Drink+-+For+Physically+Active+Adults%252C+Vanilla+Flavour,"Ensure High Protein is scientifically formulated for active adults. It has high protein and L carnitine to help support strength and energy metabolism. it has a perfect blend of 31 vital nutrients.  It is suitable for both males and females, and for active adults it contains high-quality proteins that support muscle . Scientifically formulated with 31 nutrients including protein, calcium, and vitamin D that could be missing from your diet. it is great to taste, and it contains high-quality nutrients which help give you strength to keep doing things you enjoy. This specialized nutritional drink is available in chocolate and vanilla flavours and comes in 200g and 400g sizes.","EAN Code: 40241640 Manufactured, Marketed by: Manufactured by: Tirupati Wellness Pvt. Ltd. , Surajpur, Nahan Road, Paonta Sahib, Distt. Sirmaur, Himachal Pradesh-173025. Marketed by: Abbott care Pvt. Ltd. , Regd. Office, 3, Corporate Park, Sion-Trombay Road, Mumbai, Maharashtra-400071  Country of Origin: India Best before 22-03-2025 Disclaimer: The expiry date shown here is for indicative purposes only. Please refer to the information provided on the product package received at delivery for the actual expiry date. For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email: customerservice@bigbasket. com",40241640
Lipton Ice Tea,"Lipton Ice Tea Lemon Flavoured, 250 ml Bottle",beverages -> energy & soft drinks,18.8,1,250,ml,"['https://www.bigbasket.com/media/uploads/p/l/40170409-2_1-lipton-ice-tea-lemon-flavoured.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40170409-4_1-lipton-ice-tea-lemon-flavoured.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40170409_1-lipton-ice-tea-lemon-flavoured.jpg']",https://www.bigbasket.com/pd/40170409/lipton-ice-tea-lemon-flavoured-250-ml-bottle/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=21&t_s=Lemon+Flavoured,"With its presence in over 150 countries, Lipton Ice Tea gives you a refreshing taste with the natural goodness of tea. Lipton brings you a better beverage with no artificial flavours, no added colours, no gas and lower sugar content.","EAN Code: 40170409  Country Of Origin: India  Fssai Number: 10012022000088  Manufactured & Marketed By: Pepsico India Holdings Ptv.Ltd, Level 3-6, Pioneer Square, Sector 62, Near Golf Course Extension Road, Gurugram - 122101, Haryana, India  Best Before __Psl__ Days From The Date Of Delivery  For Queries/Feedback/Complaints, Contact Our Customer Care Executive At: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4Th Floor, Tin Factory Bus Stop. Kr Puram, Bangalore - 560016 Email:Customerservice@Bigbasket.Com",40170409
Teamonk,"Teamonk Kimaya White Tea, 125 g",beverages -> tea,,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40187584_1-teamonk-kimaya-white-tea.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40187584-2_1-teamonk-kimaya-white-tea.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40187584-3_1-teamonk-kimaya-white-tea.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40187584-4_1-teamonk-kimaya-white-tea.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40187584/teamonk-kimaya-white-tea-125-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=16&t_s=Kimaya+White+Tea,"In the Himalayan snows and high, sharp mountains, are plucked these deistic two leaves and a bud, which undergo gentle processing to produce this gourmet white tea, and exude a hue which can only be divine, thus justifying its name Kimaya, which means Divinity in Sanskrit. The buds are glorified under the winter sun and emanate a natural flavour with a pleasant aftertaste. Rich in antioxidants as well as other healthful minerals, it has a rich body and savoury aroma.","EAN Code: 40187584  FSSAI Number: 10018043002096  Manufacturer Name & Address: Teamonk Global Foods Pvt Ltd, Plot no 319-B & 319 -A1, harohalli 2nd phase, KIADB industrial area, Ramanagara(dist.) - 562112.  Marketed by: Teamonk Global Foods Pvt Ltd, No. 21, 22, 23, 2nd and 3rd Floor, BDA 80 Feet Road, Arekere, Opposite to Paramount Pilatus Apartment, Bengaluru, Karnataka 560076.  Country of Origin: India  Best before 23-03-2025  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",40187584
Fabbox,"Fabbox Detox Green Tea, 25 g Pouch",beverages -> tea,,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40189862_1-fabbox-detox-green-tea.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40189862-2_1-fabbox-detox-green-tea.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40189862-3_1-fabbox-detox-green-tea.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40189862-4_1-fabbox-detox-green-tea.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40189862-5_1-fabbox-detox-green-tea.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40189862/fabbox-detox-green-tea-25-g-pouch/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=32&t_s=Detox+Green+Tea,"Nobody can say no to Ginger Tea, and to that, we have added the purity of Basil to give you the perfect detoxifying beverage. The detox green tea removes all the toxins from the body and helps you achieve wellness and health.","EAN Code:7110766424989 Country of origin: India  FSSAI NO: 11519011000354  Manufactured & Marketed By: Healthy Karma Foods Pvt. Ltd. , 111, Damji Shamji Indutrial Estate, Andheri East, Mumbai 400093.  Best Before__PSL__days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket. com",7.11077E+12
Tea Leaf & Co.,"Tea Leaf & Co. Lemon Ginger Green Tea, 40 g (25 Bags x 1.6 g each)",beverages -> tea,225,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40308424-2_3-tea-leaf-co-tea-leaf-co-lemon-ginger-tea-25-tea-bags-improves-digestion-with-great-source-of-vitamin-c-a-perfect-boost-for-your-day-100-farm-fresh-and-natural.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40308424-4_1-tea-leaf-co-tea-leaf-co-lemon-ginger-tea-25-tea-bags-improves-digestion-with-great-source-of-vitamin-c-a-perfect-boost-for-your-day-100-farm-fresh-and-natural.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40308424-6_1-tea-leaf-co-tea-leaf-co-lemon-ginger-tea-25-tea-bags-improves-digestion-with-great-source-of-vitamin-c-a-perfect-boost-for-your-day-100-farm-fresh-and-natural.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40308424_3-tea-leaf-co-tea-leaf-co-lemon-ginger-tea-25-tea-bags-improves-digestion-with-great-source-of-vitamin-c-a-perfect-boost-for-your-day-100-farm-fresh-and-natural.jpg']",https://www.bigbasket.com/pd/40308424/tea-leaf-co-tea-leaf-co-lemon-ginger-tea-25-tea-bags-improves-digestion-with-great-source-of-vitamin-c-a-perfect-boost-for-your-day-100-farm-fresh-and-natural-65-g-box/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=39&t_s=Lemon+Ginger+Green+Tea,"Tea Leaf and Co Lemon Ginger Green Tea Bag is a pack of pure, high-grade, long-leaf green tea infused with lemon peel and real ginger in tea bags. It is a major source of vitamin C. It improves digestion and aids in weight loss. Antioxidants of green tea protect from cellular damage. It helps to energise and improves immunity.
At TeaLeaf & Co, we value the benefits of organic and natural ingredients. Mother nature has provided us with herbs and spices rich in antioxidants, nutrients, and natural healing capacities. Making these a part of everyday life may sound like a task, hence the birth of TeaLeaf & Co. Through our finest blended teas, we aim at delivering health solutions for all.","EAN Code: 726684769780  FSSAI No: 10823999000057  Manufactured & Marketed by: Pathway Foods LLP Centrum Plaza, 312 H, THIRD FLOOR, GOLF COURSE ROAD, Sector 53, Gurugram, Gurugram, Haryana, 122002  Country of origin: India  Best before 23-06-2025  Disclaimer: The expiry date shown here is for indicative purposes only. Please refer to the information provided on the product package received at delivery for the actual expiry date. For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",7.26685E+11
Nescafe,"Nescafe  Intense Café Ready To Drink Coffee & Milk Beverage - Cappuccino Flavour, 3x180 ml Multipack","bakery, cakes & dairy -> dairy",101.25,3,180,ml,"['https://www.bigbasket.com/media/uploads/p/l/1217246-2_1-nescafe-ready-to-drink-coffee-flavoured-milk-intense-cafe.jpg', 'https://www.bigbasket.com/media/uploads/p/l/1217246-4_1-nescafe-ready-to-drink-coffee-flavoured-milk-intense-cafe.jpg', 'https://www.bigbasket.com/media/uploads/p/l/1217246-6_1-nescafe-ready-to-drink-coffee-flavoured-milk-intense-cafe.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/1217246/nescafe-ready-to-drink-coffee-flavoured-milk-intense-cafe-3x180-ml/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=9&t_s=Intense+Caf%25C3%25A9+Ready+To+Drink+Coffee+%2526+Milk+Beverage+-+Cappuccino+Flavour,"Now indulge in your favourite, the tastiest cold coffee in this convenient on the go pack. Sip or shoot, it’s your coffee! Nescafe Intense brings out a delicious coffee indulgence with an invigorating kick of Cappuccino, perfect for those who enjoy their coffee strong. Discover this exciting range of Ready-to-Drink coffees from one of the world’s biggest coffee brands, Nescafe. This range of deliciously brewed cold coffees comes in a convenient ready to drink format in Intense Café and Chilled Latte flavours and tastes best when chilled. One of the world’s most loved brands, Nescafe has been making one of the world’s most loved beverages, Coffee, for over six decades. Overall these years, Nescafe has grown on the commitment to make your brew ever more delightful, for you to kick-start an adventure!","EAN Code: 1217246  Country Of Origin: India Manufacturer Name & Address: NESTLE INDIA LIMITED, 100/101, World Trade Centre, Barakhamba lane, NEW DELHI- 110001  Best before __PSL__days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",1217246
